ABBRV	SOURCE	NUM_DEF	DEFINITION
CMI	SEDOM	4	Inmunidad mediada por células
CMI	SEDOM	4	Cerebral media izquierda
CMI	SEDOM	4	Cirugía mínimamente invasiva
CMI	SEDOM	4	Concentración mínima inhibitoria
CMH	SEDOM	1	Complejo mayor de histocompatibilidad
HDFAVC	SEDOM	1	Hemodiafiltración arteriovenosa continua
CMM	SEDOM	1	Células madre mesenquimales
CMP	SEDOM	1	Citydine monophosphate 
CMP	SEDOM	1	Citidina monofosfato
TOA	SEDOM	1	Tumor odontogénico adenomatoide
GAVE	SEDOM	1	Gastric antral vascular ectasia
TOD	SEDOM	2	Timpanoplastia de oído derecho
TOD	SEDOM	2	Tumor de origen desconocido
TOC	SEDOM	1	Trastorno obsesivocompulsivo
3-D	SEDOM	1	Tridimensional
IPMN	SEDOM	1	Intraductal papillary mucinous neoplasm
CMT	SEDOM	2	Carcinoma medular tiroideo
CMT	SEDOM	2	Charcot Marie Tooth
TOH	SEDOM	1	Trasplante ortotópico de higado
CMV	SEDOM	1	Citomegalovirus
TOG	SEDOM	1	Tolerancia oral a la glucosa
TOI	SEDOM	2	Taponamiento odontógeno integral
TOI	SEDOM	2	Timpanoplastia de oído izquierdo
CMZ	SEDOM	1	Carbimazol
VmÃ¡x	SEDOM	1	Volumen espiratorio máximo
CNB	SEDOM	1	Centro Nacional de Biotecnología
CND	SEDOM	1	Cólico nefrítico derecho
TOT	SEDOM	3	Trans obturator tape
TOT	SEDOM	3	Transvaginal obturatriz tape
TOT	SEDOM	3	Tubo orotraqueal
MCHO	SEDOM	1	Miocardiopatía hipertrófica obstructiva
TOS	SEDOM	1	Thoracic oulet syndrom 
TOS	SEDOM	1	Síndrome de la salida del tórax
Ped-	SEDOM	1	Prefijo en que significa niño
CNG	SEDOM	1	Coronariografía
LsCsRs	SEDOM	1	Latidos cardiacos rítmicos
CNI	SEDOM	1	Cólico nefrítico izquierdo
TPMI	SEDOM	1	Tumor papilar mucinoso intraductal
CNP	SEDOM	1	Consulta no presencial
TPA	SEDOM	3	Antígeno polipéptido tisular
TPA	SEDOM	3	Tissue popipeptide antigen 
TPA	SEDOM	3	Activador del plasminógeno tisular
TPA	SEDOM	3	Tissue  plasminogen activator 
tPA	SEDOM	3	Antígeno polipéptido tisular
tPA	SEDOM	3	Tissue popipeptide antigen 
tPA	SEDOM	3	Activador del plasminógeno tisular
tPA	SEDOM	3	Tissue  plasminogen activator 
TPC	SEDOM	1	Test poscoital
CO2	SEDOM	1	Dióxido de carbono
TPB	SEDOM	2	Tortícolis paroxística benigna
TPB	SEDOM	2	Tumor de partes blandas
TPD	SEDOM	1	Traqueostomía percutánea por dilatación
TPPA	SEDOM	1	Tiempo tromboplastina parcial activada
TPI	SEDOM	1	Treponema pallidum immobilization 
TPI	SEDOM	1	Prueba de inmovilización de Treponema pallidum o prueba de Nelson
TPH	SEDOM	1	Trasplante de progenitores hematopoyéticos
IPPV	SEDOM	1	Intermitent positive pression ventilation 
IPPV	SEDOM	1	Ventilación con presión positiva intermitente
TPL	SEDOM	3	Toracotomía posterolateral
TPL	SEDOM	3	Trabeculoplastia láser
TPL	SEDOM	3	coronario
TPL	SEDOM	3	Tronco posterolateral 
TPO	SEDOM	1	Thyroid peroxidase
FXII	SEDOM	1	Factor XII
TPN	SEDOM	3	Terapia de presión negativa
TPN	SEDOM	3	Total parenteral nutrition
TPN	SEDOM	3	Triphosphopyridine nucleotide 
TPN	SEDOM	3	Nucleótido de trifosfopiridina
COC	SEDOM	1	Consciente, orientado y colaborador
TPS	SEDOM	1	Taquicardia paroxística supraventricular. 
TPR	SEDOM	1	Tiempo de protrombina
VÂº BÂº	SEDOM	1	Visto bueno
COD	SEDOM	1	Cáncer de origen desconocido
TPT	SEDOM	2	Tiempo parcial de tromboplastina
TPT	SEDOM	2	Tromboplastina tisular
DRAS	SEDOM	1	referido al analisis de orina
DRAS	SEDOM	1	Densidad, recuento, anormales, sedimento 
CON	SEDOM	1	Ciclopropano, oxígeno y nitrógeno, mezcla anestésica
SECOT	SEDOM	1	Sociedad Española de Cirugía Ortopédica y Traumatología
COP	SEDOM	1	Contaminante orgánico persistente
Quin(et)-	SEDOM	1	Prefijo en relación con movimiento
BCLC	SEDOM	1	Barcelona Clinic Liver Cancer
COT	SEDOM	1	Cirugía ortopédica y traumatología
LAB	SEDOM	1	Laboratorio 
LAB	SEDOM	1	Servicio de
Tele-	SEDOM	1	Prefijo en relación con fin
LAA	SEDOM	1	Línea axilar anterior
LAD	SEDOM	2	Lesión axonal difusa
LAD	SEDOM	2	Leukocyte adhesion deficiency
LAC	SEDOM	1	Líquido amniótico claro
LAF	SEDOM	2	Flujo de aire laminar
LAF	SEDOM	2	Laminar air flow 
LAF	SEDOM	2	Factor activador de linfocitos
LAF	SEDOM	2	Lymphocyte-activating factor 
AcomP	SEDOM	1	Arteria comunicante posterior
CPA	SEDOM	1	Célula presentadora de antígenos
LAL	SEDOM	1	Leucemia aguda linfoblástica
OMCNOC	SEDOM	1	Otitis media crónica no colesteatomatosa
CPC	SEDOM	3	Cor pulmonale crónico
CPC	SEDOM	3	Corazón pulmonar crónico
CPC	SEDOM	3	Crisis parciales complejas
LAK	SEDOM	1	Células agresoras activadas por linfocinas
LAK	SEDOM	1	Lymphokine-activated killer cells 
CFNR	SEDOM	1	Capa de fibras nerviosas de la retina
CPF	SEDOM	1	Cortex prefrontal
LAN	SEDOM	1	Local area net. Red de área local
CPE	SEDOM	4	Células progenitoras endoteliales
CPE	SEDOM	4	Ciático poplíteo externo
CPE	SEDOM	4	Cirugía pediátrica 
CPE	SEDOM	4	Servicio de
CPE	SEDOM	4	Colangiopancreatografía endoscópica
LAM	SEDOM	3	Líquido amniótico meconial
LAM	SEDOM	3	Leucemia aguda mieloblástica
LAM	SEDOM	3	Linfangioleiomiomatosis
CPH	SEDOM	2	Células progenitoras hematopoyéticas
CPH	SEDOM	2	Complejo principal de histocompatibilidad
LAP	SEDOM	5	Laparoscopia
LAP	SEDOM	5	Laparotomía
LAP	SEDOM	5	Latido auricular prematuro
LAP	SEDOM	5	Leucemia aguda promielocítica
LAP	SEDOM	5	Leucinaminopeptidasa
IPPB	SEDOM	2	Infección de piel y partes blandas
IPPB	SEDOM	2	Intermitent positive pression breathing 
IPPB	SEDOM	2	Ventilación con presión positiva intermitente
CPI	SEDOM	1	Cardiopatía isquémica
CPL	SEDOM	1	Servicio de
CPL	SEDOM	1	Cirugía plástica 
CPK	SEDOM	1	Creatinofosfocinasa
CPK	SEDOM	1	Creatine phosphokinase 
LAS	SEDOM	2	Esclerosis lateral amiotrófica
LAS	SEDOM	2	Lateral amyotrophic sclerosis 
LAS	SEDOM	2	Lung alveolar surfactant 
LAS	SEDOM	2	Surfactante alveolar pulmonar
CPP	SEDOM	1	Conducto pancreático principal
TRA	SEDOM	3	Técnicas de reproducción asistida
TRA	SEDOM	3	Temperatura
TRA	SEDOM	3	Traumatología 
TRA	SEDOM	3	Servicio de
CPO	SEDOM	1	Control postoperatorio
CPR	SEDOM	1	Colangiopancreatografía retrógrada. Es lo mismo que CPRE
TRC	SEDOM	1	Terapia de resincronización cardiaca
EMC-iv	SEDOM	1	Ecocardiografía miocárdica de contraste con inyección intravenosa
SETLA	SEDOM	1	Sociedad Española de Traumatología Laboral
CPT	SEDOM	5	Capacidad pulmonar total
CPT	SEDOM	5	Cáncer papilar de tiroides
CPT	SEDOM	5	Componente plasmático de tromboplastina
CPT	SEDOM	5	Control postransfusional
CPT	SEDOM	5	Current Procedural Terminology 
CPT	SEDOM	5	Terminología actual sobre procedimientos
CPV	SEDOM	1	Complejos prematuros ventriculares
BCMA	SEDOM	1	gestación
BCMA	SEDOM	1	Bicorial monoamniótica 
LBA	SEDOM	1	Lavado broncoalveolar
TRI	SEDOM	1	Tracto respiratorio inferior
TRH	SEDOM	2	Terapia de reemplazo hormonal
TRH	SEDOM	2	Thyrotropin-releasing hormone 
TRH	SEDOM	2	Hormona liberadora de tirotrofina
MCMA	SEDOM	1	gestación
MCMA	SEDOM	1	Monocorial monoamniótica 
TRM	SEDOM	1	Traumatismo raquimedular
TRS	SEDOM	2	Terapia renal sustitutiva
TRS	SEDOM	2	Tracto respiratorio superior
EMC-ic	SEDOM	1	Ecocardiografía miocárdica de contraste con inyección intracoronaria
Factor estable	SEDOM	1	Factor VII de la coagulación
TRV	SEDOM	1	Tabique rectovaginal
LBP	SEDOM	1	Lavado broncopulmonar
TSA	SEDOM	2	Tiroiditis subaguda
TSA	SEDOM	2	Troncos supraaórticos. Se suele usar para referirse a las arterias subclavias, tronco braquiocefálico y carótidas
PUFA	SEDOM	1	Polyunsatured fatty acids 
PUFA	SEDOM	1	Ácidos grasos polinsaturados
TSC	SEDOM	1	Tractotomía subcaudada
IHAG	SEDOM	1	Insuficiencia hepática aguda grave
TSE	SEDOM	2	Tarjeta sanitaria europea
TSE	SEDOM	2	Tendón supraespinoso
TSH	SEDOM	1	Hormona  tiroestimulante o Tirotropina
TSH	SEDOM	1	Thyroid-stimulating hormone 
LCA	SEDOM	2	Latidos cardiacos arrítmicos
LCA	SEDOM	2	Ligamento cruzado anterior 
LCA	SEDOM	2	de la rodilla
TSI	SEDOM	2	Tarjeta sanitaria individual
TSI	SEDOM	2	Thyroid stimulating immunoglobulin
Izda	SEDOM	1	Izquierda
LCC	SEDOM	2	Ligamento colateral cubital
LCC	SEDOM	2	Luxación congénita de cadera
LCF	SEDOM	1	Latidos cardiacos fetales
TSP	SEDOM	2	Taquicardia supraventricular paroxística
TSP	SEDOM	2	Trasplante de sangre periférica 
COBC	SEDOM	1	Consciente, orientado y buena coloración
DSA	SEDOM	4	Defecto septal auricular 
DSA	SEDOM	4	o atrial
DSA	SEDOM	4	Descompresión subacromial artroscópica
DSA	SEDOM	4	Angiografía digital de sustracción
DSA	SEDOM	4	Digital angiography subtraction 
DSA	SEDOM	4	Disuélvase según arte
dsa	SEDOM	4	Defecto septal auricular 
dsa	SEDOM	4	o atrial
dsa	SEDOM	4	Descompresión subacromial artroscópica
dsa	SEDOM	4	Angiografía digital de sustracción
dsa	SEDOM	4	Digital angiography subtraction 
dsa	SEDOM	4	Disuélvase según arte
Neuro.	SEDOM	1	Neurología
CRD	SEDOM	1	Cólico renal derecho
IArtic.	SEDOM	1	Intraarticular
TST	SEDOM	1	Total sleep time
TSS	SEDOM	1	Técnicos superiores sanitarios
CRF	SEDOM	4	Capacidad residual funcional
CRF	SEDOM	4	Insuficiencia renal crónico
CRF	SEDOM	4	Chronic renal failure 
CRF	SEDOM	4	Chronic respiratory failure 
CRF	SEDOM	4	Insuficiencia respiratoria crónica
CRF	SEDOM	4	Corticotropin releasing factor 
CRF	SEDOM	4	Factor liberador de corticotropina
LCN	SEDOM	1	Longitud céfalo nalgas
TSV	SEDOM	1	Taquicardia supraventricular. 
CRE	SEDOM	1	Colangiografía retrógrada endoscópica
LCM	SEDOM	2	Ligamento colateral medial
LCM	SEDOM	2	Linfoma de células del manto
CRH	SEDOM	1	Corticotropin-releasing hormone 
CRH	SEDOM	1	Hormona estimulante de la corticotrofina
LCP	SEDOM	2	Leucemia de células pilosas
LCP	SEDOM	2	Ligamento cruzado posterior 
LCP	SEDOM	2	de la rodilla
CRG	SEDOM	1	Centro de Regulación Genómica
MCLS	SEDOM	1	Mucocutaneous lymph syndrome
GCDFP	SEDOM	1	Gross cystic disease fluid protein 
GCDFP	SEDOM	1	Proteína del líquido de la enfermedad fibroquistica
LCR	SEDOM	3	Latidos cardiacos rímicos
LCR	SEDOM	3	Líquido cefalorraquídeo
LCR	SEDOM	3	Locorregional, anestesia
CRI	SEDOM	3	Capacidad de reserva inspiratoria
CRI	SEDOM	3	Cardiopatía reumática inactiva
CRI	SEDOM	3	Cólico renal izquierdo
DISI	SEDOM	1	Dorsal intercalated segment instability
CRL	SEDOM	1	del embrión
CRL	SEDOM	1	 Crown-rump length. Longitud craneocaudal 
LCS	SEDOM	1	Ligadura del cayado de la safena 
LCS	SEDOM	1	vena
HaNDL	SEDOM	1	Headache and neurological deficit and lymphocytosis
CRM	SEDOM	2	Cardiorresonancia magnética
CRM	SEDOM	2	Cirugía de revascularización miocárdica
Izdo	SEDOM	1	Izquierdo
CrP	SEDOM	2	Creatinina plasmática
CrP	SEDOM	2	C-reactive protein
CRP	SEDOM	2	Creatinina plasmática
CRP	SEDOM	2	C-reactive protein
TTA	SEDOM	1	Tuberosidad tibial anterior
CRO	SEDOM	1	Organización de investigación por contrato
CRO	SEDOM	1	Contract research organization 
CRT	SEDOM	1	Cardiac resynchronization therapy
vWF	SEDOM	1	Von Willebrand factor 
vWF	SEDOM	1	Factor de von Willebrand
CRS	SEDOM	2	Cirugía de reasignación de sexo
CRS	SEDOM	2	Complejo relacionado con el sida
TTG	SEDOM	1	Test de tolerancia a la glucosa.  
CRU	SEDOM	3	Cálculo renoureteral
CRU	SEDOM	3	Cólico renoureteral
CRU	SEDOM	3	Crisis renoureteral
FiO2	SEDOM	1	Fracción inspiratoria de oxígeno en el aire inspirado
FiO2	SEDOM	1	Fractional inspired oxygen 
BTPS	SEDOM	1	Body temperature, atmospheric pressure and saturated with water vapor 
SNOMED	SEDOM	1	Sistematized nomenclature of medicine 
SNOMED	SEDOM	1	Nomenclatura sistematizada de medicina
TTM	SEDOM	1	Tiempo de tránsito medio
HDAC6	SEDOM	1	Histone deacetylase 6 
HDAC6	SEDOM	1	Histona deacetilasa
TPTA	SEDOM	1	Tiempo parcial de tromboplastina activada
TTO	SEDOM	2	Tratamiento
Tto	SEDOM	2	Tratamiento
COCE	SEDOM	1	Carcinoma oral de células escamosas
LDH	SEDOM	2	Lactatodeshidrogenasa
LDH	SEDOM	2	Linfoma difuso histiocítico
TTP	SEDOM	1	Tiempo de tromboplastina parcial
Csc	SEDOM	4	Con su corrección
Csc	SEDOM	4	la palabra contaje no está aceptada por la Academia
Csc	SEDOM	4	Conteo sanguineo completo 
Csc	SEDOM	4	Coroidopatía serosa central
Csc	SEDOM	4	Coriorretinopatía serosa central
CSC	SEDOM	4	Con su corrección
CSC	SEDOM	4	la palabra contaje no está aceptada por la Academia
CSC	SEDOM	4	Conteo sanguineo completo 
CSC	SEDOM	4	Coroidopatía serosa central
CSC	SEDOM	4	Coriorretinopatía serosa central
CSE	SEDOM	2	Cuadrante superior externo
CSE	SEDOM	2	Cuadrantectomía superoexterna
CSD	SEDOM	1	Cuadrante superior derecho
LDL	SEDOM	1	Low-density lipoprotein 
LDL	SEDOM	1	Lipoproteína de baja densidad
TTT	SEDOM	3	Terapia transtimpánica
TTT	SEDOM	3	Tilt table test 
TTT	SEDOM	3	Prueba de la mesa inclinada
TTT	SEDOM	3	Tubo transtimpánico
SVAo	SEDOM	1	Sustitución de la válvula aórtica
BCNU	SEDOM	1	1,3-bis 
BCNU	SEDOM	1	2-cloroetil
BCNU	SEDOM	1	carmustina
CSF	SEDOM	2	Líquido cefalorraquídeo
CSF	SEDOM	2	Cerebrospinal fluid 
CSF	SEDOM	2	Colony stimulating factor 
CSF	SEDOM	2	Factor estimulante de colonias
CSI	SEDOM	3	Cuadrante superior interno
CSI	SEDOM	3	Cuadrante superior izquierdo
CSI	SEDOM	3	Cuadrantectomía superointerna
HVCP	SEDOM	1	Hipertensión venocapilar pulmonar
CSM	SEDOM	1	Centro de salud mental
CSL	SEDOM	1	Conducto semicircular lateral
LDT	SEDOM	1	Ligadura de trompas
CSP	SEDOM	1	Cantidad suficiente para
CSS	SEDOM	1	Conducto semicircular superior
CST	SEDOM	2	Cesárea segmentaria transversa
CST	SEDOM	2	Colectomía subtotal
DDAVP	SEDOM	1	1-desamino-8-D-arginina-vasopresina 
DDAVP	SEDOM	1	desmopresina
OACR	SEDOM	1	Oclusión de la arteria central de la retina
CSV	SEDOM	1	Control de signos vitales
LEB	SEDOM	1	Ligadura endoscópica con bandas
Apo A	SEDOM	1	Apolipoproteína A
LEA	SEDOM	1	Liquen escleroso y atrófico
Apo B	SEDOM	1	Apolipoproteína B
LED	SEDOM	2	Lupus eritematoso discoide
LED	SEDOM	2	Lupus eritematoso diseminado
Apo C	SEDOM	1	Apolipoproteína C
LEC	SEDOM	4	Líquido extracelular 
LEC	SEDOM	4	Legrado endocervical
LEC	SEDOM	4	Lesión endocervical
LEC	SEDOM	4	Lupus eritematoso crónico
SMPC	SEDOM	1	Síndrome mieloproliferativo crónico
Apo D	SEDOM	1	Apolipoproteína D. Actualmente se denomina Apo AIII
Apo E	SEDOM	1	Apolipoproteína E
BCPA	SEDOM	1	Balón de contrapulsación aórtico
LEE	SEDOM	1	Lámina elástica externa
MTOR	SEDOM	1	Mammalian target of rapamycin
CIA OP	SEDOM	1	Comunicación interauricular tipo ostium primun
SVAT	SEDOM	1	Soporte vital avanzado de trauma
McVay	SEDOM	1	Técnica de herniorrafia sin malla
TUS	SEDOM	2	Tracto urinario superior
TUS	SEDOM	2	Tumor de urotelio superior
PDGF	SEDOM	1	Platelet-deived growth factor 
PDGF	SEDOM	1	Factor de crecimiento derivado de las plaquetas
CTG	SEDOM	1	Cardiotocografía
TPSV	SEDOM	1	Taquicardia paroxística supraventricular
LEQ	SEDOM	1	Lista de espera quirúrgica
CTL	SEDOM	2	Compuestos tóxicos persistentes
CTL	SEDOM	2	Linfocito T citotóxico
CTL	SEDOM	2	Cytotoxic T-lymphocyte 
LET	SEDOM	1	Limitación del esfuerzo terapéutico
LES	SEDOM	1	Lupus eritematoso sistémico
LEV	SEDOM	1	Líquidos endovenosos
CIA OS	SEDOM	1	Comunicación interauricular tipo ostium secundum
CTP	SEDOM	1	Trifosfato de citidina
CTP	SEDOM	1	Cytidine triphosphate 
TPSP	SEDOM	1	Trasplante de progenitores de sangre periférica
CTO	SEDOM	3	Chronic total occlusion
CTO	SEDOM	3	Cirugía torácica 
CTO	SEDOM	3	Servicio de
CTO	SEDOM	3	Coronary chronic total occlusion
IFITM3	SEDOM	1	Interferon-induced transmembrane protein 3
CTX	SEDOM	2	Cefotaxima
CTX	SEDOM	2	Ciclofosfamida
LFA	SEDOM	1	Limitación al flujo aéreo
TVI	SEDOM	1	Taquicardia ventricular idiopática. Trombo en el ventrículo izquierdo
TVM	SEDOM	1	Taquicardia ventricular monomórfica
SMSF	SEDOM	1	Síndrome de la muerte súbita frustrada
NIMGU	SEDOM	1	Non insulin-mediated glucose uptake 
NIMGU	SEDOM	1	captación de glucosa no mediada por la insulina
PLZF	SEDOM	1	Promyelocytic leukemia zinc finger
LFH	SEDOM	3	Lesión focal hepática
LFH	SEDOM	3	Linfoma de Hodgkin
LFH	SEDOM	3	Litro de hemofiltrado
TVP	SEDOM	4	Taquicardia ventricular polimórfica
TVP	SEDOM	4	Toxicómano por vía parenteral
TVP	SEDOM	4	Trombosis de la vena porta
TVP	SEDOM	4	Trombosis venosa profunda
-tropina	SEDOM	1	Sufijo que denota afinidad
TVS	SEDOM	2	Taquicardia ventricular sostenida
TVS	SEDOM	2	Trombosis venosa superficial
TVR	SEDOM	3	Taquicardia ventricular rápida
TVR	SEDOM	3	Taquicardia ventricular refractaria
TVR	SEDOM	3	Trombosis venosa de la retina 
TVT	SEDOM	1	Tension-free vaginal tape 
TVT	SEDOM	1	Plastia vaginal libre de tensión
SMSL	SEDOM	1	Síndrome de la muerte súbita del lactante
SECA	SEDOM	1	Sociedad Española de Calidad Asistencial
SMSI	SEDOM	2	Síndrome de la muerte súbita inexplicable
SMSI	SEDOM	2	Síndrome de muerte súbita infantil
DAFO	SEDOM	1	Dynamic ankle-foot orthosis 
DAFO	SEDOM	1	Ortesis dinámica de tobillo-pie
CUM	SEDOM	2	Cistouretrografía miccional
CUM	SEDOM	2	Clínica Universitaria de Navarra
CUN	SEDOM	1	Clínica Universitaria de Navarra
THDV	SEDOM	1	Trasplante hepático de donante vivo
CLOTE	SEDOM	1	Consciente, lúcido, orientado en tiempo y espacio
BCRI	SEDOM	1	Bloqueo completo de rama izquierda
LGC	SEDOM	2	Leucemia granulocítica crónica
LGC	SEDOM	2	Linfadenectomía del ganglio centinela
LGF	SEDOM	1	Liver growth factor
PDIC	SEDOM	1	Polineuritis desmielinizante inflamatoria crónica
BCRD	SEDOM	1	Bloqueo completo de rama derecha
CVA	SEDOM	2	Catarro vias altas
CVA	SEDOM	2	Cirugía vascular
CVD	SEDOM	1	Cuerda vocal derecha
LGL	SEDOM	2	Large granular lymphocyte
LGL	SEDOM	2	Lown-Ganong-Levine, síndrome
SRS-A	SEDOM	1	Slow reacting substance of anaphylaxis 
SRS-A	SEDOM	1	Sustancia de reacción lenta de la anafilaxia
CVC	SEDOM	1	 Catéter venoso central
CVF	SEDOM	1	Capacidad vital forzada
CVE	SEDOM	1	Cardioversión eléctrica
SVCS	SEDOM	1	Síndrome de la vena cava superior
CVI	SEDOM	2	Crecimiento ventricular izquierdo
CVI	SEDOM	2	Cuerda vocal izquierda
Ambul-	SEDOM	1	Prefijo que indica relación con andar
LGV	SEDOM	1	Linfogranuloma venéreo
TTº	SEDOM	1	Tratamiento
CVP	SEDOM	2	Catéter venoso periférico
CVP	SEDOM	2	Cavernomatosis de la vena porta
LBDCG	SEDOM	1	Linfoma B difuso de células grandes
TXA	SEDOM	1	Tromboxano A
CVR	SEDOM	2	Cardiopatía valvular reumática
CVR	SEDOM	2	Resistencia vascular cerebral
TXB	SEDOM	1	Tromboxano B
Ca++	SEDOM	1	Calcio iónico
LHD	SEDOM	1	Lóbulo hepático derecho
LHI	SEDOM	1	Lóbulo hepático izquierdo
min	SEDOM	3	Mínimo
min	SEDOM	3	Minuto
min	SEDOM	3	Servicio de
min	SEDOM	3	Medicina intensiva neonatal 
MIN	SEDOM	3	Mínimo
MIN	SEDOM	3	Minuto
MIN	SEDOM	3	Servicio de
MIN	SEDOM	3	Medicina intensiva neonatal 
RNpos PAEG (o PAG)	SEDOM	1	Recién nacido postérmino con peso adecuado para la edad gestacional
SEER	SEDOM	1	Surveillance, epidemiology and end results
SEEN	SEDOM	1	Sociedad Española de Endocrinología y Nutrición
HEDI	SEDOM	1	Hiperostosis esquelética difusa idiopática 
LIA	SEDOM	1	Lente intraocular anterior
LID	SEDOM	1	Lóbulo inferior derecho. Parte del pulmón derecho que depende del bronquio inferior derecho
LIE	SEDOM	2	de la mama
LIE	SEDOM	2	Línea intercuadrántica externa 
LIE	SEDOM	2	Linfocito intraepitelial
LII	SEDOM	1	Lóbulo inferior izquierdo. Parte del pulmón derecho que depende del bronquio inferior izquierdo
AQRS	SEDOM	1	Eje frontal del complejo QRS del electrocardiograma
Onco.	SEDOM	1	Oncología 
Onco.	SEDOM	1	Servicio de
CADASIL	SEDOM	1	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy
LIP	SEDOM	1	Lente intraocular posterior. Se usa para indicar el procedimiento de implantar una lente intraocular posterior tras extraer una catarata
LIO	SEDOM	1	Lente intraocular. Se usa para indicar el procedimiento de implantar una lente intraocular tras extraer una catarata
BLEE	SEDOM	1	Betalactamasas de espectro extendido.  
LIT	SEDOM	1	Litotricia 
LIT	SEDOM	1	Servicio de
-grama	SEDOM	1	Sufijo que significa registro gráfico
LIS	SEDOM	1	Sistemas de información del Laboratorio
LIS	SEDOM	1	Laboratory Information System 
BLEA	SEDOM	1	Betalactamasas de espectro ampliado
IABVD	SEDOM	1	Independiente para las actividades básicas de la vidad diaria
MTTF	SEDOM	1	Metatarsofalángica, articulación
TZD	SEDOM	1	glitazonas
TZD	SEDOM	1	Tiazolidinedionas 
LICI	SEDOM	2	Línea intercuadrántica inferior
LICI	SEDOM	2	Línea intercuadrántica interna
CA 125	SEDOM	1	Marcador tumoral monoclonal del cáncer de ovario y ciertos linfomas
SEGD	SEDOM	1	Serie esofagogastroduodenal
LICO	SEDOM	1	Litiasis intracoledociana
Osteo-	SEDOM	1	Prefijo que indica relación con hueso
CYC	SEDOM	2	Ciclofosfamida
CYC	SEDOM	2	Cyclophosphamide 
CYC	SEDOM	2	Cabeza y cuello
CyC	SEDOM	2	Ciclofosfamida
CyC	SEDOM	2	Cyclophosphamide 
CyC	SEDOM	2	Cabeza y cuello
NOIP	SEDOM	1	Neuropatía óptica isquémica posterior
LICS	SEDOM	1	Línea intercuadrántica superior
AICI	SEDOM	1	Arteria ilíaca común izquierda
AICD	SEDOM	1	Arteria ilíaca común derecha
AICA	SEDOM	1	Arteria cerebelosa anteroinferior
AICA	SEDOM	1	Anterior inferior cerebellar artery 
GSFS	SEDOM	2	Glomeruloesclerosis focal y segmentaria
GSFS	SEDOM	2	Glomerulonefritis focal y segmentaria
ARA II	SEDOM	1	Angiotensin II receptor antagonist 
ARA II	SEDOM	1	Antagonista del receptor de la angiotensina II
SEGO	SEDOM	1	Sociedad Española de Ginecología y Obstetricia
CYR	SEDOM	1	Captación de yodo radiactivo
Espondil(o)-	SEDOM	1	Prefijo que indica relación con una  vértebra o con la columna vertebral
DALM	SEDOM	1	 Dysplasia associated lesion or mass 
DALM	SEDOM	1	 Masa o lesión asociada a displasia
PETHEMA	SEDOM	1	Programa para el estudio de la terapéutica de las hemopatías malignas. Es un protocolo multicéntrico de quimioterapia usado en Hematología
DALK	SEDOM	1	Deep anterior lamellar keratoplasty 
DALK	SEDOM	1	Queratoplastia lamelar anterior profunda
AIDS	SEDOM	1	Síndrome de inmunodeficiencia adquirida o SIDA
AIDS	SEDOM	1	Acquired immunodeficiency syndrome 
AIDP	SEDOM	1	Acute inflammatory demyelinating polyneuropathy
Lat.	SEDOM	1	Latidos
ByD	SEDOM	1	Blando y depresible
LKM	SEDOM	1	Anticuerpos microsomales contra hígado y riñón
LKM	SEDOM	1	Liver-kidney microsomal 
SEFH	SEDOM	1	Sociedad Española de Farmacia Hospitalaria
D, co. y ce.	SEDOM	1	Desayuno, comida y cena
Seudo-	SEDOM	1	Prefijo en relación con falso. 
LICE	SEDOM	1	Línea intercuadrántica externa
NOIA	SEDOM	1	Neuritis/ Neuropatía óptica isquémica anterior
cLDL	SEDOM	1	Cholesterol low-density lipoproteins 
cLDL	SEDOM	1	Colesterol de las lipoproteínas de baja densidad
LLA	SEDOM	1	Leucemia linfoblástica 
LLA	SEDOM	1	o linfoide
LLC	SEDOM	1	Leucemia linfoblástica 
LLC	SEDOM	1	o linfoide
LLE	SEDOM	1	Ligamento lateral externo
UNESCO	SEDOM	1	Organización educativa, científica y cultural de las Naciones Unidas
UNESCO	SEDOM	1	United Nations Educational, Scientific and Cultural Organization 
LLG	SEDOM	1	Leucemia de linfocitos grandes
LLI	SEDOM	1	Ligamento lateral interno
SEIC	SEDOM	1	Sociedad Española de Investigación sobre Cannabinoides
LLM	SEDOM	2	Ligamento lateral medial
LLM	SEDOM	2	Linfangioleiomiomatosis
Citol.	SEDOM	1	Citología
LLP	SEDOM	1	Linfoma linfoplasmocitoide
NANDA	SEDOM	1	North American Nursing Diagnosis Association
AIEI	SEDOM	1	Arteria ilíaca externa izquierda
AIED	SEDOM	1	Arteria ilíaca externa derecha
Omalgia	SEDOM	1	Dolor de hombro
LMA	SEDOM	2	Lesión medular aguda
LMA	SEDOM	2	Leucemia mieloide aguda
LMD	SEDOM	1	Lóbulo medio derecho. Parte del pulmón derecho que depende del bronquio medio derecho
GLP-1	SEDOM	1	Glucagon-like peptide-1 
LMC	SEDOM	4	Larva migrans cutánea
LMC	SEDOM	4	Línea media clavicular
LMC	SEDOM	4	Leishmaniasis mucocutánea
LMC	SEDOM	4	Leucemia mieloide crónica
LME	SEDOM	1	Lactancia materna exclusiva
LQTS	SEDOM	1	Long QT síndrome 
LQTS	SEDOM	1	Síndrome del QT largo
Lav.	SEDOM	1	Lavado
LMI	SEDOM	2	Laparotomía media infraumbilical
LMI	SEDOM	2	Línea media infraumbilical
